81mbrvdc
        12
x
y
wv
wd
wc
wvm
wdm
cv
cd
cc
cvm
cdm
         11.111        166.667        1.11865        0.11542       49.08252       0.798174       0.082354        1.10123        0.05949       38.65673        0.65459       0.035362
         33.333        166.667        1.17283        0.22988       55.76551       0.950774       0.186356        1.21894        0.15644       49.39531       0.925836       0.118823
         55.556        166.667        1.17507        0.18698       57.42998       0.981022       0.156103        1.21787         0.1606       55.15828       1.032946       0.136214
         77.778        166.667        1.27342        0.34039       67.71798        1.25358       0.335087        1.25855        0.26702       52.31094       1.012346       0.214784
            100        166.667        1.27238        0.21883       58.75307       1.086736       0.186902        1.24927          0.066       52.03577       0.999596       0.052809
        122.222        166.667        1.36036        0.24864       58.76243       1.162064       0.212396        1.33354        0.08867       46.15082       0.946349       0.062925
        144.444        166.667        1.37272        0.25079       56.89004       1.135258       0.207407        1.38881        0.27532       64.48177       1.377038       0.272986
        166.667        166.667        1.41473        0.26823       72.03931       1.481561       0.280901        1.36506        0.07465       58.95369       1.237453       0.067672
        188.889        166.667        1.29738        0.26702       62.93991       1.187052       0.244313        1.37824        0.11556       56.02016       1.187231       0.099545
         11.111        188.889        1.18739         0.2118       65.04755       1.122796       0.200278        1.17463         0.1072       53.34156       0.963458       0.087928
         33.333        188.889         1.3298        0.28776       73.52569       1.421353       0.307571        1.35295        0.22705       70.65302       1.469869       0.246671
         55.556        188.889        1.37259        0.24822       65.92017       1.315333       0.237866        1.48357        0.14148       61.92541       1.412677       0.134719
         77.778        188.889        1.30928        0.39711       81.45132       1.550269       0.470203        1.33874        0.32145       75.36673       1.551465       0.372528
            100        188.889        1.11949        0.23728       65.88168       1.072164       0.227249        1.09083        0.21671       66.37565       1.113351       0.221184
        122.222        188.889        1.22921         0.2843       72.12314       1.288775       0.298077        1.28969         0.3082       69.55803       1.379427       0.329645
        144.444        188.889        1.31579        0.37686       75.90014       1.451796       0.415814        1.32682        0.28734       69.97188       1.427584       0.309162
        166.667        188.889        1.38546        0.47706       77.56147       1.562128       0.537893        1.48845        0.35421       74.61877       1.707845        0.40642
        188.889        188.889        1.32058        0.31372       62.88227       1.207173       0.286779        1.48193        0.10485       60.06728       1.368774       0.096844
