WIPP extra data points
3
X
Y
Zero
14050	29530	0
14610	29530	0
15170	29530	0
15730	29530	0
16290	29530	0
16850	29530	0
17410	29530	0
17970	29530	0
18530	29530	0
19090	29530	0
19650	29530	0
20210	29530	0
20770	29530	0
21330	29530	0
21890	29530	0
22450	29530	0
50	30090	0
610	30090	0
1170	30090	0
1730	30090	0
2290	30090	0
2850	30090	0
3410	30090	0
3970	30090	0
4530	30090	0
5090	30090	0
5650	30090	0
6210	30090	0
6770	30090	0
7330	30090	0
7890	30090	0
8450	30090	0
9010	30090	0
9570	30090	0
10130	30090	0
10690	30090	0
11250	30090	0
11810	30090	0
12370	30090	0
12930	30090	0
13490	30090	0
14050	30090	0
14610	30090	0
15170	30090	0
15730	30090	0
16290	30090	0
16850	30090	0
17410	30090	0
17970	30090	0
18530	30090	0
19090	30090	0
19650	30090	0
20210	30090	0
20770	30090	0
21330	30090	0
21890	30090	0
22450	30090	0
50	30650	0
610	30650	0
1170	30650	0
1730	30650	0
2290	30650	0
2850	30650	0
3410	30650	0
3970	30650	0
4530	30650	0
5090	30650	0
5650	30650	0
6210	30650	0
6770	30650	0
7330	30650	0
7890	30650	0
8450	30650	0
9010	30650	0
9570	30650	0
10130	30650	0
10690	30650	0
11250	30650	0
11810	30650	0
12370	30650	0
12930	30650	0
13490	30650	0
14050	30650	0
14610	30650	0
15170	30650	0
15730	30650	0
16290	30650	0
16850	30650	0
17410	30650	0
17970	30650	0
18530	30650	0
19090	30650	0
19650	30650	0
20210	30650	0
20770	30650	0
21330	30650	0
21890	30650	0
22450	30650	0
