Williams Field, all data after filtering
11
X
Y
ph1
ph2
CEC
OM
P(experimental data)
K
Ca
Mg
Sam. Set
1020.05	630.85	7.1	7.0	26.7	4.0	90.0	420.0	8910.0	940.0	1.0
1020.10	332.27	6.7	7.0	21.0	3.4	87.0	372.0	6336.0	811.0	1.0
1020.65	627.52	6.8	7.0	27.3	3.8	85.0	424.0	8811.0	881.0	1.0
1021.30	227.88	7.8	7.0	16.5	2.6	138.0	600.0	4950.0	801.0	1.0
1021.33	629.07	7.0	7.0	24.4	3.6	87.0	424.0	8217.0	792.0	1.0
1022.17	631.19	7.0	7.0	24.0	4.0	82.0	356.0	7920.0	891.0	1.0
1022.47	327.71	6.5	7.0	21.5	3.5	60.0	384.0	6138.0	851.0	1.0
1022.81	330.16	6.5	7.0	19.8	3.2	62.0	384.0	5544.0	831.0	1.0
1022.82	222.77	7.8	7.0	17.6	2.5	85.0	516.0	5445.0	801.0	1.0
1023.42	225.77	7.8	7.0	17.8	2.6	111.0	564.0	5544.0	772.0	1.0
1024.04	625.96	6.5	7.0	23.0	3.8	85.0	384.0	6930.0	693.0	1.0
1024.59	328.27	6.7	7.0	19.3	3.4	70.0	416.0	5544.0	900.0	1.0
1025.18	330.16	6.5	7.0	20.6	3.4	70.0	384.0	5742.0	881.0	1.0
1025.20	224.22	7.7	7.0	18.2	2.4	70.0	520.0	5841.0	712.0	1.0
1025.86	325.26	6.5	7.0	20.9	3.5	49.0	288.0	6039.0	811.0	1.0
